as_of_year,agency_code,loan_type,property_type,loan_purpose,occupancy,loan_amt_thousands,preapproval,county_code,applicant_income_thousands,purchaser_type,hoepa_status,lien_status,population,ffiec_median_fam_income,tract_to_msa_income_pct,num_owner_occupied_units,num_1_to_4_family_units,approved
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,201.0,Not applicable,1.0,52.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7299.0,62200.0,119.25,2411.0,2721.0,0.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,260.0,Preapproval was not requested,189.0,140.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,4958.0,70000.0,180.86,1544.0,1855.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,26.0,Not applicable,11.0,18.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3223.0,60900.0,66.32,1531.0,999.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,250.0,Not applicable,86.0,97.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5072.0,48100.0,183.22,1466.0,1674.0,0.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,110.0,Not applicable,35.0,74.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,5449.0,72800.0,151.66,1525.0,1639.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,81.0,Not applicable,3.0,21.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,4394.0,58300.0,93.69,1422.0,1655.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,465.0,Not applicable,3.0,137.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6950.0,86700.0,112.29,1993.0,2429.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,157.0,Not applicable,47.0,46.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3099.0,57300.0,102.61,769.0,1222.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,107.0,Not applicable,7.0,45.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4081.0,63900.0,100.54,1127.0,1971.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,273.0,Not applicable,59.0,101.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,4956.0,80100.0,135.49,1660.0,1779.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,344.0,Not applicable,33.0,103.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,2925.0,90300.0,39.13,385.0,460.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,864.0,Not applicable,39.0,575.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4635.0,95100.0,174.57,1230.0,1405.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,286.0,Not applicable,86.0,81.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7515.0,48100.0,73.76,1090.0,1940.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",Manufactured housing,Home purchase,1,46.0,Not applicable,77.0,30.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6176.0,68800.0,65.44,1524.0,2388.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,600.0,Not applicable,87.0,238.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,8360.0,85100.0,141.59,2240.0,3133.0,0.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,5.0,Not applicable,45.0,28.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Not secured by a lien,4727.0,26200.0,70.99,982.0,1644.0,0.0
2016,Federal Deposit Insurance Corporation (FDIC),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,163.0,Preapproval was not requested,13.0,57.0,Other type of purchaser,Not a HOEPA loan,Secured by a first lien,3626.0,62900.0,87.63,793.0,1162.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",Manufactured housing,Home purchase,1,78.0,Not applicable,89.0,48.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4753.0,44200.0,70.41,1041.0,2163.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,203.0,Not applicable,95.0,47.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,8761.0,77600.0,145.06,2718.0,2962.0,0.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",Manufactured housing,Home purchase,1,42.0,Not applicable,73.0,16.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,8049.0,69900.0,109.67,2488.0,3332.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,83.0,Not applicable,73.0,42.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,8811.0,52000.0,117.84,2386.0,3464.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,214.0,Not applicable,189.0,174.0,Private securitization,Not a HOEPA loan,Secured by a first lien,8870.0,70000.0,126.14,2710.0,2853.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",Manufactured housing,Refinancing,1,288.0,Not applicable,1.0,91.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,6610.0,93600.0,73.21,955.0,2002.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,98.0,Not applicable,71.0,22.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,1197.0,60000.0,67.14,214.0,637.0,1.0
2016,Office of the Comptroller of the Currency (OCC),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,265.0,Preapproval was not requested,53.0,90.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,8267.0,72300.0,128.86,1829.0,2525.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,31.0,Not applicable,3.0,23.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,2742.0,52600.0,94.01,1111.0,2040.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,369.0,Not applicable,163.0,107.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5146.0,70000.0,172.84,1402.0,1617.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,376.0,Not applicable,47.0,96.0,Fannie Mae (FNMA),Not a HOEPA loan,Not applicable (purchased loans),4228.0,72600.0,70.86,388.0,622.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,317.0,Not applicable,61.0,107.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3882.0,90300.0,111.13,1121.0,1168.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,264.0,Preapproval was requested,177.0,104.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4180.0,105700.0,83.06,1311.0,1694.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Refinancing,1,408.0,Not applicable,37.0,75.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,4126.0,62400.0,71.3,571.0,1053.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,437.0,Preapproval was not requested,73.0,140.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4955.0,73500.0,107.13,1551.0,1894.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,150.0,Preapproval was not requested,5.0,180.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a subordinate lien,2418.0,86700.0,149.6,792.0,849.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,78.0,Not applicable,9.0,89.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,8265.0,58300.0,91.56,2319.0,3091.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,275.0,Not applicable,37.0,121.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,3414.0,65600.0,130.28,958.0,1171.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,96.0,Not applicable,11.0,92.0,Fannie Mae (FNMA),Not a HOEPA loan,Not applicable (purchased loans),6241.0,60900.0,73.43,2696.0,272.0,1.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,3,112.0,Not applicable,13.0,287.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3846.0,57200.0,100.01,1226.0,1678.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,283.0,Not applicable,45.0,145.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,4888.0,55600.0,120.74,1680.0,2886.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,160.0,Not applicable,103.0,54.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,4122.0,106200.0,76.13,1175.0,1325.0,1.0
2016,Federal Reserve System (FRS),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,150.0,Preapproval was not requested,15.0,41.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,5046.0,68200.0,74.91,1186.0,2018.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,417.0,Not applicable,73.0,163.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,6600.0,73500.0,249.51,2110.0,2614.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,145.0,Not applicable,41.0,40.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6206.0,72400.0,139.83,1979.0,2111.0,0.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,147.0,Preapproval was not requested,27.0,48.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6818.0,70000.0,98.11,2223.0,2866.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,135.0,Not applicable,111.0,47.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4350.0,56300.0,82.79,1050.0,1876.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",Manufactured housing,Home purchase,1,49.0,Not applicable,27.0,40.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,2576.0,50300.0,106.8,638.0,1269.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,105.0,Not applicable,31.0,23.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3817.0,74700.0,43.11,472.0,1310.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,60.0,Not applicable,11.0,23.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,7707.0,18200.0,119.93,2097.0,2863.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,205.0,Not applicable,31.0,159.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,3599.0,74700.0,109.14,854.0,55.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,626.0,Not applicable,37.0,126.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,2917.0,62400.0,177.03,759.0,881.0,0.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,61.0,Not applicable,141.0,71.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6638.0,45200.0,107.05,1272.0,1854.0,1.0
2016,Department of Housing and Urban Development (HUD),FSA/RHS (Farm Service Agency or Rural Housing Service),One to four-family (other than manufactured housing),Home purchase,1,175.0,Not applicable,45.0,38.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,7415.0,72800.0,87.68,2009.0,2653.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,337.0,Preapproval was not requested,115.0,111.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,10879.0,55900.0,136.95,2426.0,3388.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,50.0,Not applicable,87.0,174.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a subordinate lien,6671.0,63700.0,122.35,1999.0,2417.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Refinancing,1,107.0,Not applicable,37.0,18.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3197.0,62400.0,121.15,476.0,715.0,0.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,4.0,Not applicable,161.0,32.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Not secured by a lien,6126.0,68800.0,97.87,1546.0,2110.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,5.0,Not applicable,86.0,135.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Not secured by a lien,6331.0,48100.0,151.28,1609.0,2075.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,271.0,Not applicable,109.0,136.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,6088.0,65600.0,111.77,2045.0,2298.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Refinancing,1,363.0,Not applicable,67.0,67.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4605.0,69900.0,90.64,875.0,1354.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,236.0,Not applicable,3.0,110.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,7080.0,70600.0,126.45,2311.0,2852.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,353.0,Not applicable,31.0,71.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,5719.0,72600.0,175.68,1674.0,1829.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,222.0,Not applicable,9.0,70.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,5624.0,81500.0,97.07,827.0,1474.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,65.0,Not applicable,19.0,129.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,2252.0,53000.0,122.0,701.0,973.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,224.0,Not applicable,83.0,206.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,6734.0,72000.0,115.49,1417.0,1655.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,256.0,Not applicable,99.0,109.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,7609.0,56800.0,97.3,1351.0,2019.0,1.0
2016,Department of Housing and Urban Development (HUD),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,672.0,Not applicable,37.0,166.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,2999.0,62400.0,76.37,252.0,489.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,209.0,Not applicable,35.0,64.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,2389.0,72800.0,127.17,640.0,994.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,172.0,Not applicable,51.0,71.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4336.0,70600.0,67.09,1389.0,1980.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,143.0,Not applicable,67.0,37.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,6407.0,69900.0,117.78,1559.0,2033.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,202.0,Not applicable,53.0,61.0,Ginnie Mae (GNMA),Not a HOEPA loan,Not applicable (purchased loans),12453.0,85200.0,185.32,3640.0,3787.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,25.0,Not applicable,55.0,96.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a subordinate lien,5504.0,51200.0,158.64,1636.0,2043.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,270.0,Not applicable,7.0,1.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4359.0,63800.0,115.42,1566.0,2243.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Refinancing,1,156.0,Not applicable,139.0,91.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,5978.0,71700.0,105.15,1479.0,2023.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,261.0,Not applicable,121.0,115.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,2481.0,67200.0,189.31,749.0,1132.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,92.0,Not applicable,3.0,59.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,661.0,70600.0,112.55,416.0,364.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,178.0,Preapproval was not requested,189.0,69.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3942.0,70000.0,87.85,894.0,1408.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,218.0,Not applicable,61.0,149.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7206.0,90300.0,110.23,1804.0,2261.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,272.0,Not applicable,105.0,70.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,15614.0,51800.0,104.15,4273.0,7116.0,0.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,461.0,Not applicable,37.0,81.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,3152.0,62400.0,156.52,810.0,866.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,185.0,Not applicable,51.0,67.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,9621.0,73300.0,61.84,1190.0,2539.0,0.0
2016,Office of the Comptroller of the Currency (OCC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,575.0,Not applicable,453.0,180.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,12976.0,77800.0,156.83,3537.0,4300.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,115.0,Not applicable,13.0,63.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,5757.0,93600.0,50.23,864.0,1483.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,218.0,Preapproval was not requested,57.0,110.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,10266.0,64100.0,96.81,2419.0,2785.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,134.0,Not applicable,139.0,73.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,5338.0,71700.0,69.6,886.0,1628.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,180.0,Not applicable,11.0,232.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,5849.0,73300.0,87.29,1428.0,1816.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,296.0,Not applicable,121.0,260.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,7670.0,55200.0,132.08,2289.0,2820.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,928.0,Not applicable,19.0,266.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,2767.0,68200.0,277.08,694.0,1078.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,88.0,Not applicable,33.0,300.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,5178.0,59600.0,87.23,953.0,1743.0,1.0
2016,Department of Housing and Urban Development (HUD),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,148.0,Not applicable,37.0,66.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,3354.0,72500.0,105.33,972.0,1483.0,1.0
2016,Office of the Comptroller of the Currency (OCC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,115.0,Not applicable,27.0,102.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5801.0,50300.0,114.09,1991.0,2679.0,0.0
